dx,dy,button,rx,ry,time,distance,directionX,directionY,targetX,targetY,targetSize,initMouseX,initMouseY,targetID
0,0,0,-0.0,-0.0,0.3563206195831299,942.2189874183354,936,-175,1896,425,20,960,600,1
1,0,0,0.6899999976158142,-0.0,0.4344017505645752,942.2189874183354,936,-175,1896,425,20,960,600,1
2,0,0,1.5800000429153442,-0.0,0.44242072105407715,941.2360380052892,935,-175,1896,425,20,960,600,1
1,0,0,0.6899999976158142,-0.0,0.45035862922668457,941.2360380052892,935,-175,1896,425,20,960,600,1
2,0,0,1.5800000429153442,-0.0,0.5223805904388428,940.2531241727122,934,-175,1896,425,20,960,600,1
8,-2,0,9.859999656677246,-2.4649999141693115,0.530470609664917,931.0387877234392,925,-173,1896,425,20,960,600,1
15,-4,0,23.589999675750732,-6.290666580200195,0.5384175777435303,907.3292756693204,902,-167,1896,425,20,960,600,1
15,-4,0,23.589999675750732,-6.290666580200195,0.5464956760406494,883.6229629994967,879,-161,1896,425,20,960,600,1
18,-5,0,33.4900016784668,-9.302778244018555,0.5544626712799072,849.5463919998734,846,-152,1896,425,20,960,600,1
24,-6,0,53.29000282287598,-13.322500705718994,0.5624465942382812,795.0900570743623,793,-139,1896,425,20,960,600,1
35,-7,0,89.61000323295593,-17.922000646591187,0.5704545974731445,704.4928271158501,704,-122,1896,425,20,960,600,1
37,-7,0,96.21000003814697,-18.201891899108887,0.5783646106719971,606.8306088384395,608,-104,1896,425,20,960,600,1
38,-7,0,99.51000308990479,-18.330790042877197,0.5863926410675049,506.21410286818,509,-86,1896,425,20,960,600,1
38,-9,0,100.17384052276611,-23.725383281707764,0.5943727493286133,403.82363393117123,409,-63,1896,425,20,960,600,1
35,-10,0,90.31944870948792,-25.805556774139404,0.6024177074432373,311.2553501500014,319,-38,1896,425,20,960,600,1
31,-8,0,77.20937204360962,-19.924999237060547,0.6103286743164062,232.7447218787671,242,-19,1896,425,20,960,600,1
30,-6,0,73.1000018119812,-14.62000036239624,0.6192185878753662,159.07394831847986,169,-5,1896,425,20,960,600,1
30,-6,0,73.1000018119812,-14.62000036239624,0.626551628112793,86.42095207992918,96,9,1896,425,20,960,600,1
24,-5,0,53.29000282287598,-11.102083921432495,0.6346347332000732,37.4236228055175,43,20,1896,425,20,960,600,1
22,-6,0,46.69000005722046,-12.733636379241943,0.6423897743225098,22.140317359976393,-3,32,1896,425,20,960,600,1
21,-6,0,43.390000104904175,-12.397142887115479,0.6503956317901611,39.64876634922564,-23,44,1896,425,20,960,600,1
18,-6,0,33.4900016784668,-11.163333892822266,0.6583666801452637,49.61543424315552,-23,55,1896,425,20,960,600,1
12,-4,0,16.249999523162842,-5.416666507720947,0.6670427322387695,54.25729530566937,-23,60,1896,425,20,960,600,1
6,-1,0,6.670000076293945,-1.1116666793823242,0.67445969581604,55.19202405202648,-23,61,1896,425,20,960,600,1
4,-1,0,3.680000066757202,-0.9200000166893005,0.6823837757110596,55.19202405202648,-23,61,1896,425,20,960,600,1
2,-2,0,1.5800000429153442,-1.5800000429153442,0.6903495788574219,56.483080554378645,-24,62,1896,425,20,960,600,1
1,-1,0,0.6899999976158142,-0.6899999976158142,0.698413610458374,56.483080554378645,-24,62,1896,425,20,960,600,1
2,-4,0,1.840000033378601,-3.680000066757202,0.7063577175140381,58.949256703752795,-23,65,1896,425,20,960,600,1
3,-4,0,3.035999894142151,-4.047999858856201,0.7143716812133789,62.73238618387272,-23,69,1896,425,20,960,600,1
5,-5,0,5.900000333786011,-5.900000333786011,0.7224507331848145,67.4919350642375,-23,74,1896,425,20,960,600,1
5,-3,0,5.0599998235702515,-3.035999894142151,0.7306597232818604,70.36168241145776,-23,77,1896,425,20,960,600,1
4,-2,0,3.680000066757202,-1.840000033378601,0.7385046482086182,71.32035415564789,-23,78,1896,425,20,960,600,1
4,-2,0,3.680000066757202,-1.840000033378601,0.7465705871582031,72.28000972289685,-23,79,1896,425,20,960,600,1
5,-2,0,5.0599998235702515,-2.0239999294281006,0.754436731338501,74.20213774008353,-23,81,1896,425,20,960,600,1
7,-2,0,8.260000467300415,-2.3600001335144043,0.7624776363372803,76.1278120005379,-23,83,1896,425,20,960,600,1
9,-3,0,11.459999799728394,-3.819999933242798,0.7704615592956543,79.02246907382428,-23,86,1896,425,20,960,600,1
10,-2,0,13.059999942779541,-2.611999988555908,0.7785036563873291,80.95603333479313,-23,88,1896,425,20,960,600,1
9,-2,0,11.459999799728394,-2.5466666221618652,0.7864477634429932,82.89241088485109,-23,90,1896,425,20,960,600,1
8,-2,0,9.859999656677246,-2.4649999141693115,0.7944197654724121,84.83142938920619,-23,92,1896,425,20,960,600,1
5,0,0,5.0599998235702515,-0.0,0.8023536205291748,84.83142938920619,-23,92,1896,425,20,960,600,1
3,0,0,2.6199998259544373,-0.0,0.8105216026306152,84.83142938920619,-23,92,1896,425,20,960,600,1
1,1,0,0.6899999976158142,0.6899999976158142,0.8344285488128662,84.83142938920619,-23,92,1896,425,20,960,600,1
0,2,0,-0.0,1.5800000429153442,0.8424427509307861,83.86160024205851,-23,91,1896,425,20,960,600,1
0,2,0,-0.0,1.5800000429153442,0.8504526615142822,82.89241088485109,-23,90,1896,425,20,960,600,1
0,2,0,-0.0,1.5800000429153442,0.8583266735076904,81.92388155425118,-23,89,1896,425,20,960,600,1
0,3,0,-0.0,2.6199998259544373,0.8663556575775146,79.98888820293314,-23,87,1896,425,20,960,600,1
0,3,0,-0.0,2.6199998259544373,0.8752636909484863,78.05679985100527,-23,85,1896,425,20,960,600,1
-2,5,0,-2.0239999294281006,5.0599998235702515,0.882523775100708,72.71033792700887,-21,80,1896,425,20,960,600,1
-3,4,0,-3.035999894142151,4.047999858856201,0.8904335498809814,68.10249675906654,-18,76,1896,425,20,960,600,1
-2,5,0,-2.0239999294281006,5.0599998235702515,0.8984696865081787,62.780491891715045,-16,71,1896,425,20,960,600,1
-3,3,0,-2.7600000500679016,2.7600000500679016,0.9064385890960693,60.40596565632774,-14,69,1896,425,20,960,600,1
-4,4,0,-4.047999858856201,4.047999858856201,0.9143426418304443,55.76473218982953,-10,65,1896,425,20,960,600,1
-4,3,0,-4.047999858856201,3.035999894142151,0.9223086833953857,52.289646009589745,-6,62,1896,425,20,960,600,1
-4,3,0,-4.047999858856201,3.035999894142151,0.9304766654968262,49.033888572581766,-2,59,1896,425,20,960,600,1
-3,3,0,-2.7600000500679016,2.7600000500679016,0.9385266304016113,47.0,0,57,1896,425,20,960,600,1
-2,3,0,-1.7466665506362915,2.6199998259544373,0.9464156627655029,45.00909015790027,1,55,1896,425,20,960,600,1
-3,1,0,-2.6199998259544373,0.8733332753181458,0.9545297622680664,45.08175741568164,3,55,1896,425,20,960,600,1
-3,2,0,-2.6199998259544373,1.7466665506362915,0.9624736309051514,44.230987451824994,5,54,1896,425,20,960,600,1
-4,3,0,-4.047999858856201,3.035999894142151,0.970463752746582,41.78802950489621,9,51,1896,425,20,960,600,1
-5,2,0,-5.0599998235702515,2.0239999294281006,0.9784896373748779,40.96076922496363,14,49,1896,425,20,960,600,1
-5,3,0,-5.0599998235702515,3.035999894142151,0.9863667488098145,39.76946855251722,19,46,1896,425,20,960,600,1
-5,3,0,-5.0599998235702515,3.035999894142151,0.9945125579833984,39.24428900898052,24,43,1896,425,20,960,600,1
