dx,dy,button,rx,ry,time,distance,targetID,directionX,directionY,targetX,targetY,initMouseX,initMouseY,targetSize,reward
0,0,0,0,0,0,812.707204348528,1,658,-477,1618,123,960,600,20,0
0,0,0,0,0,0,812.707204348528,1,658,-477,1618,123,960,600,20,0
0,0,0,0,0,0,812.707204348528,1,658,-477,1618,123,960,600,20,0
0,0,0,0,0,0,812.707204348528,1,658,-477,1618,123,960,600,20,0
0,0,0,0,0,0,812.707204348528,1,658,-477,1618,123,960,600,20,0
0,0,0,0,0,0,812.707204348528,1,658,-477,1618,123,960,600,20,0
0,0,0,0,0,0,812.707204348528,1,658,-477,1618,123,960,600,20,0
0,0,0,0,0,0,812.707204348528,1,658,-477,1618,123,960,600,20,0
0,0,0,0,0,0,812.707204348528,1,658,-477,1618,123,960,600,20,0
0,0,0,0,0,0,812.707204348528,1,658,-477,1618,123,960,600,20,0
0,0,0,0,0,0,812.707204348528,1,658,-477,1618,123,960,600,20,0
0,0,0,0,0,0,812.707204348528,1,658,-477,1618,123,960,600,20,0
0,0,0,0,0,0,812.707204348528,1,658,-477,1618,123,960,600,20,0
0,0,0,0,0,0,812.707204348528,1,658,-477,1618,123,960,600,20,0
0,0,0,0,0,0,812.707204348528,1,658,-477,1618,123,960,600,20,0
0,0,0,0,0,0,812.707204348528,1,658,-477,1618,123,960,600,20,0
0,0,0,0,0,0,812.707204348528,1,658,-477,1618,123,960,600,20,0
0,0,0,0,0,0,812.707204348528,1,658,-477,1618,123,960,600,20,0
0,0,0,0,0,0,812.707204348528,1,658,-477,1618,123,960,600,20,0
0,0,0,0,0,0,812.707204348528,1,658,-477,1618,123,960,600,20,0
1,-1,0,1.5,-1.5,0.12325596809387207,810.7243674640599,1,657,-475,1618,123,961,598,20,182.09
0,-2,0,-0.0,-3.0,0.1312270164489746,808.9703332014099,1,657,-472,1618,123,961,595,20,14.94
1,-2,0,1.5,-3.0,0.13917994499206543,806.4099453751795,1,656,-469,1618,123,962,592,20,21.23
1,-2,0,1.5,-3.0,0.1471099853515625,803.8538424365464,1,655,-466,1618,123,963,589,20,21.16
