dx,rx
-1,-0.7900000214576721
-1,-0.6899999976158142
0,-0.0
0,-0.0
-1,-0.7900000214576721
0,-0.0
-1,-0.7900000214576721
0,-0.0
-1,-0.8733332753181458
-1,-0.7900000214576721
0,-0.0
-1,-0.7900000214576721
-1,-0.7900000214576721
-2,-1.5800000429153442
-1,-0.8733332753181458
-1,-0.7900000214576721
-1,-0.7900000214576721
-2,-1.7466665506362915
-1,-0.7900000214576721
-1,-0.6899999976158142
-1,-0.7900000214576721
-2,-1.5800000429153442
-1,-0.7900000214576721
-2,-1.5800000429153442
-2,-1.5800000429153442
-2,-1.5800000429153442
-2,-1.5800000429153442
-3,-2.6199998259544373
-2,-1.5800000429153442
-3,-2.6199998259544373
-2,-1.5800000429153442
-3,-2.6199998259544373
-3,-2.7600000500679016
-3,-2.6199998259544373
-2,-1.7466665506362915
-3,-2.6199998259544373
-2,-1.7466665506362915
-4,-4.047999858856201
-4,-4.047999858856201
-3,-2.7600000500679016
-4,-4.047999858856201
-4,-4.047999858856201
-3,-2.7600000500679016
-3,-3.035999894142151
-3,-2.7600000500679016
-2,-1.840000033378601
-2,-1.7466665506362915
-1,-0.8733332753181458
-1,-0.7900000214576721
-1,-0.8733332753181458
0,-0.0
-1,-0.6899999976158142
0,-0.0
0,-0.0
-1,-0.6899999976158142
0,-0.0
0,-0.0
0,-0.0
1,0.6899999976158142
0,-0.0
0,-0.0
0,-0.0
-1,-0.6899999976158142
-1,-0.6899999976158142
-1,-0.6899999976158142
-1,-0.6899999976158142
-1,-0.6899999976158142
-1,-0.8733332753181458
-3,-2.7600000500679016
-2,-1.840000033378601
-4,-4.446666717529297
-5,-5.900000333786011
