targetID,dx,dy,rx,ry,button,time,targetX,targetY,targetSize,distance,directionX,directionY
1,1,0,0.5799999833106995,-0.0,0,0.15876054763793945,854,516,20,191.42622599842477,-170,-88
1,1,-1,0.5799999833106995,-0.5799999833106995,0,0.17474150657653809,854,516,20,191.42622599842477,-170,-88
1,0,-1,-0.0,-0.5799999833106995,0,0.18302464485168457,854,516,20,191.42622599842477,-170,-88
1,1,0,0.5799999833106995,-0.0,0,0.19086456298828125,854,516,20,191.42622599842477,-170,-88
1,1,-1,0.5799999833106995,-0.5799999833106995,0,0.22287750244140625,854,516,20,191.42622599842477,-170,-88
1,-2,-1,-1.309999942779541,-0.6549999713897705,0,0.3668065071105957,854,516,20,190.53870997778904,-169,-88
1,-4,-1,-3.069999933242798,-0.7674999833106995,0,0.37468552589416504,854,516,20,187.88294228055935,-166,-88
1,-7,-3,-6.880000174045563,-2.948571503162384,0,0.38275647163391113,854,516,20,181.64801127455263,-160,-86
1,-7,-3,-6.880000174045563,-2.948571503162384,0,0.39070749282836914,854,516,20,175.41949720598336,-154,-84
1,-8,-3,-8.220000267028809,-3.0825001001358032,0,0.39910244941711426,854,516,20,166.96406799069075,-146,-81
1,-10,-4,-10.880000591278076,-4.3520002365112305,0,0.40670061111450195,854,516,20,156.28499608087785,-136,-77
1,-13,-4,-14.870000004768372,-4.575384616851807,0,0.4147505760192871,854,516,20,142.1724305201258,-122,-73
1,-14,-4,-16.899999618530273,-4.828571319580078,0,0.42267942428588867,854,516,20,126.4792473095883,-106,-69
1,-16,-6,-23.68000030517578,-8.880000114440918,0,0.4308135509490967,854,516,20,103.00485425454472,-83,-61
1,-13,-4,-14.870000004768372,-4.575384616851807,0,0.43869662284851074,854,516,20,89.49860334105779,-69,-57
1,-10,-6,-11.100000143051147,-6.6600000858306885,0,0.4467456340789795,854,516,20,77.23341245859851,-58,-51
1,-10,-4,-10.880000591278076,-4.3520002365112305,0,0.45470261573791504,854,516,20,67.17886572427373,-48,-47
1,-10,-5,-11.100000143051147,-5.550000071525574,0,0.46285462379455566,854,516,20,55.97320787662612,-37,-42
1,-10,-5,-11.100000143051147,-5.550000071525574,0,0.470766544342041,854,516,20,45.221676218380054,-26,-37
1,-10,-3,-10.880000591278076,-3.264000177383423,0,0.4787726402282715,854,516,20,37.57658845611187,-16,-34
1,-9,-4,-9.549999833106995,-4.244444370269775,0,0.48668742179870605,854,516,20,30.805843601498726,-7,-30
1,-8,-3,-8.220000267028809,-3.0825001001358032,0,0.49479150772094727,854,516,20,27.018512172212592,1,-27
1,-8,-3,-8.220000267028809,-3.0825001001358032,0,0.5027234554290771,854,516,20,25.632011235952593,9,-24
1,-6,-3,-5.560000061988831,-2.7800000309944153,0,0.5109245777130127,854,516,20,26.076809620810597,14,-22
1,-3,-2,-2.180000066757202,-1.4533333778381348,0,0.518836498260498,854,516,20,26.40075756488817,16,-21
1,-2,-1,-1.309999942779541,-0.6549999713897705,0,0.52691650390625,854,516,20,27.018512172212592,17,-21
1,-1,-1,-0.5799999833106995,-0.5799999833106995,0,0.5347604751586914,854,516,20,27.018512172212592,17,-21
1,-1,0,-0.5799999833106995,-0.0,0,0.5831165313720703,854,516,20,27.018512172212592,17,-21
1,-1,0,-0.5799999833106995,-0.0,0,0.5909974575042725,854,516,20,27.018512172212592,17,-21
1,-3,-1,-2.180000066757202,-0.7266666889190674,0,0.598975419998169,854,516,20,28.319604517012593,19,-21
1,-2,-1,-1.309999942779541,-0.6549999713897705,0,0.6068935394287109,854,516,20,29.0,20,-21
1,-2,0,-1.309999942779541,-0.0,0,0.6148395538330078,854,516,20,29.698484809834994,21,-21
1,-2,-1,-1.309999942779541,-0.6549999713897705,0,0.6230325698852539,854,516,20,30.4138126514911,22,-21
1,-3,-1,-2.180000066757202,-0.7266666889190674,0,0.6312894821166992,854,516,20,31.89043743820395,24,-21
1,-3,-2,-2.180000066757202,-1.4533333778381348,0,0.6389706134796143,854,516,20,32.802438933713454,26,-20
1,-3,-2,-2.180000066757202,-1.4533333778381348,0,0.6470434665679932,854,516,20,33.83784863137726,28,-19
1,-3,-3,-2.3024999499320984,-2.3024999499320984,0,0.6549105644226074,854,516,20,34.48187929913333,30,-17
1,-3,-2,-2.180000066757202,-1.4533333778381348,0,0.6627845764160156,854,516,20,35.77708763999664,32,-16
1,-1,-1,-0.5799999833106995,-0.5799999833106995,0,0.6710824966430664,854,516,20,35.77708763999664,32,-16
1,-1,-1,-0.5799999833106995,-0.5799999833106995,0,0.6791064739227295,854,516,20,35.77708763999664,32,-16
1,0,-1,-0.0,-0.5799999833106995,0,0.7028555870056152,854,516,20,35.77708763999664,32,-16
1,0,-1,-0.0,-0.5799999833106995,0,0.7188816070556641,854,516,20,35.77708763999664,32,-16
1,0,-2,-0.0,-1.309999942779541,0,0.726947546005249,854,516,20,35.34119409414458,32,-15
1,1,-1,0.5799999833106995,-0.5799999833106995,0,0.7347135543823242,854,516,20,35.34119409414458,32,-15
1,1,-2,0.6549999713897705,-1.309999942779541,0,0.7427685260772705,854,516,20,34.92849839314596,32,-14
1,1,-2,0.6549999713897705,-1.309999942779541,0,0.7510604858398438,854,516,20,34.539832078341085,32,-13
1,1,-1,0.5799999833106995,-0.5799999833106995,0,0.7590575218200684,854,516,20,34.539832078341085,32,-13
1,1,-1,0.5799999833106995,-0.5799999833106995,0,0.7668814659118652,854,516,20,34.539832078341085,32,-13
1,2,-1,1.309999942779541,-0.6549999713897705,0,0.7749454975128174,854,516,20,33.61547262794322,31,-13
