dx,dy,rx,ry,button,time
2,-1,2.0,-1.0,0,-7.295608520507812e-05
1,-1,1.0,-1.0,0,0.00826406478881836
1,0,1.0,-0.0,0,0.01598811149597168
1,-1,1.0,-1.0,0,0.02412104606628418
1,-1,1.0,-1.0,0,0.032099008560180664
1,0,1.0,-0.0,0,0.040168046951293945
1,-2,1.0,-2.0,0,0.04795217514038086
1,0,1.0,-0.0,0,0.0638880729675293
-3,0,-3.0,-0.0,0,0.13605499267578125
-4,0,-4.0,-0.0,0,0.1440432071685791
-5,1,-5.0,1.0,0,0.15198516845703125
-6,1,-6.0,1.0,0,0.16005611419677734
-5,1,-5.0,1.0,0,0.16794800758361816
-6,2,-6.0,2.0,0,0.17592406272888184
-7,1,-7.0,1.0,0,0.1840381622314453
-6,1,-6.0,1.0,0,0.1920490264892578
-6,1,-6.0,1.0,0,0.20004510879516602
-5,1,-5.0,1.0,0,0.20825815200805664
-4,0,-4.0,-0.0,0,0.21618318557739258
-4,0,-4.0,-0.0,0,0.22389912605285645
-3,0,-3.0,-0.0,0,0.2321631908416748
-3,1,-3.0,1.0,0,0.240037202835083
-2,0,-2.0,-0.0,0,0.24802017211914062
-2,0,-2.0,-0.0,0,0.2559330463409424
-1,0,-1.0,-0.0,0,0.2641170024871826
-1,0,-1.0,-0.0,0,0.27203917503356934
0,1,-0.0,1.0,0,0.2848241329193115
5,2,5.0,2.0,0,0.32799220085144043
9,3,9.0,3.0,0,0.33603906631469727
12,3,12.0,3.0,0,0.34395718574523926
14,2,14.0,2.0,0,0.35195016860961914
15,3,15.0,3.0,0,0.3600270748138428
18,3,18.0,3.0,0,0.3679780960083008
20,3,20.0,3.0,0,0.37604808807373047
22,4,22.0,4.0,0,0.38401317596435547
24,4,24.0,4.0,0,0.39195919036865234
23,4,23.0,4.0,0,0.4000880718231201
21,5,21.0,5.0,0,0.41059422492980957
17,4,17.0,4.0,0,0.4160501956939697
16,3,16.0,3.0,0,0.4239821434020996
13,2,13.0,2.0,0,0.4319581985473633
12,3,12.0,3.0,0,0.43993616104125977
11,2,11.0,2.0,0,0.4479842185974121
10,2,10.0,2.0,0,0.4578862190246582
9,0,9.0,-0.0,0,0.46392011642456055
