dx,dy,rx,ry,button,time,distance,directionX,directionY,targetX,targetY,targetSize,initMouseX,initMouseY,targetID
1,0,0.6899999976158142,-0.0,4,0.29037022590637207,678.058863760943,-607,324,343,852,20,950,528,1
1,0,0.6899999976158142,-0.0,4,0.29837822914123535,678.058863760943,-607,324,343,852,20,950,528,1
1,0,0.6899999976158142,-0.0,4,0.30631327629089355,678.058863760943,-607,324,343,852,20,950,528,1
1,0,0.6899999976158142,-0.0,4,0.322573184967041,678.058863760943,-607,324,343,852,20,950,528,1
0,0,-0.0,-0.0,0,0.32627320289611816,678.058863760943,-607,324,343,852,20,950,528,1
0,1,-0.0,0.6899999976158142,0,0.3944721221923828,678.058863760943,-607,324,343,852,20,950,528,1
0,1,-0.0,0.6899999976158142,0,0.40232419967651367,678.058863760943,-607,324,343,852,20,950,528,1
0,2,-0.0,1.5800000429153442,0,0.41056323051452637,677.5885397532452,-607,323,343,852,20,950,528,1
0,3,-0.0,2.6199998259544373,0,0.41844630241394043,676.6512943263124,-607,321,343,852,20,950,528,1
0,3,-0.0,2.6199998259544373,0,0.4264552593231201,675.7186011768968,-607,319,343,852,20,950,528,1
0,3,-0.0,2.6199998259544373,0,0.4344911575317383,674.7904789057745,-607,317,343,852,20,950,528,1
-1,2,-0.7900000214576721,1.5800000429153442,0,0.4425041675567627,674.3281376649655,-607,316,343,852,20,950,528,1
-1,3,-0.8733332753181458,2.6199998259544373,0,0.45075321197509766,673.4069066083543,-607,314,343,852,20,950,528,1
-1,2,-0.7900000214576721,1.5800000429153442,0,0.45856213569641113,672.9480214481919,-607,313,343,852,20,950,528,1
-2,3,-1.7466665506362915,2.6199998259544373,0,0.46640920639038086,671.1438908189664,-606,311,343,852,20,950,528,1
-5,3,-5.0599998235702515,3.035999894142151,0,0.47463321685791016,665.3258472767054,-601,308,343,852,20,950,528,1
-8,6,-10.447999954223633,7.835999965667725,0,0.48256421089172363,653.236006260215,-591,301,343,852,20,950,528,1
-14,6,-22.017333030700684,9.435999870300293,0,0.49051332473754883,629.5506234849591,-569,292,343,852,20,950,528,1
-24,8,-54.32640266418457,18.108800888061523,0,0.49831414222717285,573.3532377556501,-515,274,343,852,20,950,528,1
-32,8,-79.69999694824219,19.924999237060547,0,0.5065093040466309,495.09504056167486,-436,255,343,852,20,950,528,1
-36,7,-92.90000438690186,18.063889741897583,0,0.514268159866333,407.7379561399706,-344,237,343,852,20,950,528,1
-35,12,-91.00945949554443,31.203243255615234,0,0.5224592685699463,316.2590994899606,-253,206,343,852,20,950,528,1
-40,14,-107.34285354614258,37.5699987411499,0,0.5303182601928711,213.33159203301264,-146,169,343,852,20,950,528,1
-34,10,-87.04971742630005,25.602858066558838,0,0.5383093357086182,145.6181223379848,-59,144,343,852,20,950,528,1
-29,7,-69.80000114440918,16.848276138305664,0,0.5467102527618408,118.39003076563228,10,128,343,852,20,950,528,1
-21,6,-43.390000104904175,12.397142887115479,0,0.5546932220458984,117.534309109353,53,116,343,852,20,950,528,1
-15,5,-23.589999675750732,7.863333225250244,0,0.5623071193695068,122.87964479181903,76,109,343,852,20,950,528,1
-9,4,-11.459999799728394,5.0933332443237305,0,0.5704293251037598,125.5912976558599,87,104,343,852,20,950,528,1
-6,2,-6.670000076293945,2.2233333587646484,0,0.5785322189331055,128.03260484392808,93,102,343,852,20,950,528,1
-2,2,-1.5800000429153442,1.5800000429153442,0,0.5864672660827637,127.97463535012514,94,101,343,852,20,950,528,1
1,0,0.6899999976158142,-0.0,0,0.6183891296386719,127.97463535012514,94,101,343,852,20,950,528,1
1,0,0.6899999976158142,-0.0,0,0.6264371871948242,127.97463535012514,94,101,343,852,20,950,528,1
1,2,0.7900000214576721,1.5800000429153442,0,0.666560173034668,127.2443077143821,94,100,343,852,20,950,528,1
0,4,-0.0,3.680000066757202,0,0.67435622215271,125.07405376311175,94,97,343,852,20,950,528,1
-1,3,-0.8733332753181458,2.6199998259544373,0,0.6826791763305664,123.64505228402584,94,95,343,852,20,950,528,1
0,5,-0.0,5.0599998235702515,0,0.690345287322998,120.13838787997952,94,90,343,852,20,950,528,1
1,2,0.7900000214576721,1.5800000429153442,0,0.698378324508667,119.4488315899375,94,89,343,852,20,950,528,1
3,4,3.035999894142151,4.047999858856201,0,0.7063271999359131,114.52309022827855,91,85,343,852,20,950,528,1
4,3,4.047999858856201,3.035999894142151,0,0.7145421504974365,109.55333537798099,87,82,343,852,20,950,528,1
